# Architecture 2.0: Granular Silicon Errata & Defect Archaeology Dataset
# Extraction Timestamp: 2026-08-24T09:39:07.847358+00:00
# Total Processor Families: 19
# Total Itemized Errata: 1771
# Primary Source Documents & Cryptographic Hashes (SHA256):
#   - Broadwell-EP              | 334165-007US       | SHA256: aa5667e23db98656ec0c3b46be19f7db40a1ceb8bb8479c8dee605748397017d | https://cdrdv2.intel.com/v1/dl/getContent/334165
#   - Skylake-SP                | 336065-017US       | SHA256: 0b4429daf3a28ba81d9da8fc739df208370f75cf2ec1588492418c181c3add1b | https://cdrdv2.intel.com/v1/dl/getContent/336065
#   - Cascade Lake              | 338848-016US       | SHA256: 49ba22ce4851f6c44245ea94e7ee3273bb447f0ba34c0238c5d71eb6e39f1940 | https://cdrdv2.intel.com/v1/dl/getContent/338848
#   - Ice Lake-SP               | 637780-008US       | SHA256: b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3 | https://cdrdv2.intel.com/v1/dl/getContent/637780
#   - Sapphire Rapids           | 772415-022US       | SHA256: ab8c4f13e7e0560ab91bbc08652457ce274240d1c1c906ed59cbc7e8f4039454 | https://cdrdv2.intel.com/v1/dl/getContent/772415
#   - Emerald Rapids            | 793902-008US       | SHA256: 8291e69871b384d2b7af27854fb62fd4c417fe2092cff4fa4d9e8678f6c1e33e | https://cdrdv2.intel.com/v1/dl/getContent/793902
#   - Coffee Lake               | 337346-015US       | SHA256: 454ba48aa5b74f63764e38f17c82bbc6ad2acb621304ba1b41655a1846d5e5f4 | https://cdrdv2.intel.com/v1/dl/getContent/337346
#   - Ice Lake-U / Comet Lake   | 341079-011US       | SHA256: e8b42aac9d0af23eefee822acc8442bd544f56c53070b4b91f38e029b91e753c | https://cdrdv2.intel.com/v1/dl/getContent/341079
#   - Rocket Lake               | 634808-005US       | SHA256: 7e28cacfd053acaf1ec4e007702f09e1aa449d2bc6c945908160765d439c9c33 | https://cdrdv2.intel.com/v1/dl/getContent/634808
#   - Tiger Lake                | 631123-010US       | SHA256: 9eaacfd64a426fa384034a91a73d59b5262ce2d01381d71429adfad4779f3e4f | https://cdrdv2.intel.com/v1/dl/getContent/631123
#   - Alder Lake                | 682436-037US       | SHA256: ee18ebef2274e289f20d364f2046aefdfc9d1626e89994ceebc2ab99a561d6f0 | https://cdrdv2.intel.com/v1/dl/getContent/682436
#   - Raptor Lake               | 740518-019US       | SHA256: bb06d3c89d30b12dae667bb342c0366db6efdda7e5ec8e0683678af399b4f167 | https://cdrdv2.intel.com/v1/dl/getContent/740518
#   - Meteor Lake               | 792254-009US       | SHA256: 98f4ca933df0fe632c71cc13013b1b24c4e4ee6569ab5285a5e60d2d41618804 | https://cdrdv2.intel.com/v1/dl/getContent/792254
#   - Lunar Lake                | 827538-003US       | SHA256: 26a3fc9ce5c83636d9b2c89f6dcdbac0b394dc30676fad10d9571e506b65a24b | https://cdrdv2.intel.com/v1/dl/getContent/827538
#   - Arrow Lake                | 834774-001US       | SHA256: b6426e3432838dbe19ba8abc99da0075df1c0aa688d3c599c6b6a07c72789805 | https://cdrdv2.intel.com/v1/dl/getContent/834774
#   - Zen 1 (Naples)            | 55449 Rev 1.21     | SHA256: 9345cdd3a297b317b2b02098b1b31c9fa7ec504f0ec36dd5da15ad99410e241f | https://docs.amd.com/api/khub/documents/abOrVU_gcO7ZsC3qDF4uNQ/content
#   - Zen 2 (Rome)              | 56323 Rev 1.15     | SHA256: db6c4662272e0278b1a7e89bed3d17a600b15e07f18063fb648c281e7fe2bfff | https://docs.amd.com/api/khub/documents/V2_PYRjhtUCkuQy_LbO5Zg/content
#   - Zen 4 (Genoa)             | 57926 Rev 1.09     | SHA256: 0244dcb4d3ca209782518909ca17860b455046c32b5035864398733e795c8da5 | https://docs.amd.com/api/khub/documents/aBaGVEhC_kN7n61TYp_76A/content
#   - Zen 5 (Turin)             | 58730 Rev 1.03     | SHA256: fd66fb68ffdd58fbff75ad7354622ef4e2fd64002817d2daaf4eecbd13e7105d | https://docs.amd.com/api/khub/documents/l7TodT1HuS0vIc3~4AgUvw/content
#
processor_name,vendor,launch_year,erratum_id,title,subsystem_category,symptom,workaround_type,status,source_doc_id,source_doc_url,source_doc_sha256,extraction_timestamp
Ice Lake-SP,Intel,2021,ICX15,PEBS Eventing IP Field May be Incorrect After Not-Taken Branch,Debug / Trace / Telemetry,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX16,Overlap Between APIC And SMRR2 Memory-Mapped Registers Will Not Signal a #GP,Virtualization / MMU / IOMMU,Unexpected Exception / Crash,OS / Compiler Flag,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX17,Overflow Flag in IA32_MC0_STATUS MSR May be Incorrectly Set,Execution Units / ALU,Machine Check Exception (MCE),Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX18,Intel SGX Enclave Accesses to The APIC-Access Page May Cause APIC- Access VM Exits,Security / Speculation / Enclaves,Unexpected Exception / Crash,OS / Compiler Flag,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX19,Intel® PT TIP or FUP Packets May be Dropped Without OVF Packet,Debug / Trace / Telemetry,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX20,Intel PT CBR Packet May be Delayed or Dropped,Debug / Trace / Telemetry,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX21,Incorrect FROM_IP Value For an RTM Abort in BTM or BTS May be Observed,Debug / Trace / Telemetry,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX22,Incorrect Branch Predicted Bit in BTS/BTM Branch Records,Debug / Trace / Telemetry,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX23,"In eMCA2 Mode, When The Retirement Watchdog Timeout Occurs CATERR# May be Asserted",Execution Units / ALU,System Hang / Deadlock,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX24,IA32_RTIT_STATUS.FilterEn Bit Might Reflect a Previous Value,Debug / Trace / Telemetry,Unexpected Exception / Crash,Microcode Patch,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX25,IA32_MC1_STATUS MSR May Not Log Errors When IA32_MC1_CTL MSR is Set to Not Signal Errors,Power / DVFS / Clocking,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX26,False MC1 Error Reported in The Shadow of a Internal Timer Error,Power / DVFS / Clocking,Machine Check Exception (MCE),OS / Compiler Flag,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX27,Debug Exceptions May Be Lost or Misreported When MOV SS or POP SS Instruction is Not Followed by a Write to SP,Virtualization / MMU / IOMMU,Unexpected Exception / Crash,OS / Compiler Flag,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX28,CPUID TLB Information is Inaccurate,Memory Hierarchy,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX29,CPUID L2 Cache Information May be Inaccurate,Cache Coherence / NoC,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX30,Configuring The PRMRR as Non-WB Might Lead to Incorrect VM-Exit Interruption Error Code,Security / Speculation / Enclaves,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX31,An Invalid Algorithm in The CRYPTO_ALG Field of The MKTME_KEY_PROGRAM_STRUCT Will Not Cause an INVALID_ENC_ALG Failure as Expected,PCIe / CXL / Platform IO,Unexpected Exception / Crash,Microcode Patch,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX32,A Spurious APIC Timer Interrupt May Occur After Timed MWAIT,Execution Units / ALU,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX33,#GP on Segment Selector Descriptor That Straddles Canonical Boundary May Not Provide Correct Exception Error Code,Virtualization / MMU / IOMMU,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX34,No Fix No Fix x87 FPU Exception (#MF) May be Signaled Earlier Than Expected,Virtualization / MMU / IOMMU,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX35,IERR Not Logged Correctly When Ubox Requested to Signal MSMI,Memory Hierarchy,System Hang / Deadlock,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX36,PCIe* Surprise Link Down Events May Not be Reported,PCIe / CXL / Platform IO,Unexpected Exception / Crash,Microcode Patch,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX37,PCIe RPPIO May Contain Incorrect Tag Value,PCIe / CXL / Platform IO,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX38,Uncore MC Bank Registers Corrected Error Count Field May Not Have a Sticky Most Significant Bit,Memory Hierarchy,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX39,UPI Correctable Error May be Observed After Cold Resets And TCRH Events,Cache Coherence / NoC,System Hang / Deadlock,OS / Compiler Flag,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX40,Poisoned Locked Bus Transactions May Not Allow Warm Reset to Correctly Reset The Processor,Security / Speculation / Enclaves,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX41,TOR Timeout During WBINVD May Cause System Hang,Virtualization / MMU / IOMMU,System Hang / Deadlock,OS / Compiler Flag,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX42,Intel® PT VMentry Indication Depends on The Incorrect VMCS Control Field,Virtualization / MMU / IOMMU,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX43,Intel PT Trace May Drop Second Byte of CYC Packet,Debug / Trace / Telemetry,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX44,Intel PT TIP.PGD May Not Have Target IP Payload,Debug / Trace / Telemetry,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX45,Intel PT PSB+ May be Lost,Virtualization / MMU / IOMMU,Unexpected Exception / Crash,Microcode Patch,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX46,Intel Processor Trace PSB+ Packets May Contain Unexpected Packets,Debug / Trace / Telemetry,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX47,Spurious PCIe Link Parity Errors May be Logged,PCIe / CXL / Platform IO,Machine Check Exception (MCE),Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX48,IBIST Receiver Error Overflow Register Field Cannot be Cleared by Software,Execution Units / ALU,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX49,MBM May Report Incorrect Bandwidth For Certain Access Strides,Memory Hierarchy,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX50,Correctable Errors May Set The Overflow Bit,Execution Units / ALU,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX51,Enabled Error May Not be Logged When Other Errors Are Disabled,Memory Hierarchy,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX52,Removed,Memory Hierarchy,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX53,Machine Check Bank Status MSR May Not Set Overflow Bit When Multiple Uncorrectable Errors Occur,Execution Units / ALU,Machine Check Exception (MCE),Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX54,FERR Registers Are Not Getting Cleared When CHANERR Register is Being Cleared,Cache Coherence / NoC,Unexpected Exception / Crash,OS / Compiler Flag,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX55,IOMMU Translation Requests to Interrupt Range May Fail,Virtualization / MMU / IOMMU,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX56,Internal Firmware Errors May Not Set Error Enable Bit,Power / DVFS / Clocking,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX57,UPI PH_PLS.SRstRcvdP Value May be Incorrect Following a UPI PHY Reset,Cache Coherence / NoC,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX58,Spurious Write Data Parity Errors May be Logged,Virtualization / MMU / IOMMU,Machine Check Exception (MCE),Microcode Patch,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX59,PKG_MIN_PWR May be Incorrect,Execution Units / ALU,Unexpected Exception / Crash,Microcode Patch,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX60,PN_POWER_OF_SKU May be Incorrect,Execution Units / ALU,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX61,PCIe Surprise Link Down Logging May be Unexpectedly Blocked,PCIe / CXL / Platform IO,Unexpected Exception / Crash,OS / Compiler Flag,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX62,MBA May Incorrectly Throttle Threads When Hyperthreading is Enabled,Execution Units / ALU,Performance Degradation,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX63,MBA 2.0 May Cause MMIO Traffic to be Throttled,Memory Hierarchy,Performance Degradation,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX64,Cannot Inject Errors Into PCLS Bits,Security / Speculation / Enclaves,Unexpected Exception / Crash,OS / Compiler Flag,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX65,SNC2 And Hemisphere Mode do Not Work Correctly on Processors With 38 CHAs,Cache Coherence / NoC,Unexpected Exception / Crash,OS / Compiler Flag,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX66,CAP Error And ECC Error During ADC/ADDDC Sparing May Not be Corrected,Memory Hierarchy,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX67,Processor IERR Condition Followed by Warm Reset May Encounter Subsequent Fatal Error,Execution Units / ALU,Machine Check Exception (MCE),OS / Compiler Flag,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX68,NSR Field Attribute Does Not Comply With PCIe Base Specification 4.0,PCIe / CXL / Platform IO,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX69,Intermittent Correctable Memory Errors May be Observed,Memory Hierarchy,Unexpected Exception / Crash,OS / Compiler Flag,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX70,Intel® UPI CRC Errors May be Detected During Power Management Transitions,Cache Coherence / NoC,Unexpected Exception / Crash,Microcode Patch,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX71,Unmapped QDT DMA Reads May Result in Unpredictable System Behavior,Virtualization / MMU / IOMMU,Unexpected Exception / Crash,OS / Compiler Flag,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX72,Unexpected System Behavior May Occur During INVD Instruction Execution,Virtualization / MMU / IOMMU,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX73,Incorrect Intel® AVX2 And Intel® AVX-512 High Priority Frequencies May Be Reported,Execution Units / ALU,Unexpected Exception / Crash,Doc Waiver / No Fix,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX74,Configuring ADL May Prevent Package C-States Entry,Power / DVFS / Clocking,Unexpected Exception / Crash,OS / Compiler Flag,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX75,DDR-T Interrupts During Warm Reset May Lead to a System Hang,Memory Hierarchy,System Hang / Deadlock,Microcode Patch,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
Ice Lake-SP,Intel,2021,ICX76,Intermittent Intel UPI Test Failures May Be Observed During BSCAN,Cache Coherence / NoC,Unexpected Exception / Crash,Microcode Patch,No Fix Planned,637780-008US,https://cdrdv2.intel.com/v1/dl/getContent/637780,b7bdf798371941505dad79d190d90995cd20872437cddf74ef0e18591549f8d3,2026-08-24T09:39:07.847358+00:00
