# SYNTHETIC DATA. NOT A MEASUREMENT. DO NOT CITE AS EVIDENCE.
# Every numeric value in this file was generated by _gaussian_noise(key, mean, sigma)
# in data/scrapers/mine_eda_seed_dispersion.py.
# No EDA tool was invoked. The OpenROAD, Yosys and OpenSTA version strings in the original header are literals in the generating script. For a real measurement of the same phenomenon see data/studies/06-eda-seed-dispersion/openroad_gcd_placement_seed_pilot.csv
#
# Retained only so the illustrative figure that used it can be traced and withdrawn.
# Quarantined 2026-09-03. See FABRICATED-CLAIM-TRACE.md at the repo root.
#
design_name,toolchain,process_node,random_seed,thread_count,os_kernel,clock_period_ns,worst_negative_slack_ns,total_negative_slack_ns,cell_area_um2,total_wirelength_um,runtime_s,peak_memory_mb,drc_violations,dispersion_spread_pct,qor_composite_score,extraction_timestamp
PicoRV32,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,28,16,Linux 5.15.0-generic,0.65,0.0259,0.0,1182.41,6086.7,2.69,140.2,0,-4.147,0.9799,2026-08-24T09:47:07.545834+00:00
PicoRV32,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,29,1,Linux 6.6.14-generic,0.65,-0.001,-0.012,1190.99,6350.5,17.36,105.1,0,0.008,1.0038,2026-08-24T09:47:07.545834+00:00
PicoRV32,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,30,4,Darwin 26.4.0 (macOS),0.65,0.0276,0.0,1183.83,6287.7,7.46,123.4,0,-0.981,0.9961,2026-08-24T09:47:07.545834+00:00
PicoRV32,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,31,8,Linux 5.15.0-generic,0.65,0.0372,0.0,1191.74,6362.1,4.54,131.1,0,0.191,1.0039,2026-08-24T09:47:07.545834+00:00
PicoRV32,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,32,16,Linux 6.6.14-generic,0.65,0.0246,0.0,1171.53,6284.7,2.68,139.7,0,-1.029,0.9927,2026-08-24T09:47:07.545834+00:00
PicoRV32,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,33,1,Darwin 26.4.0 (macOS),0.65,0.0155,0.0,1171.45,6474.0,19.01,107.7,0,1.953,1.0076,2026-08-24T09:47:07.545834+00:00
PicoRV32,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,34,4,Linux 5.15.0-generic,0.65,0.0273,0.0,1177.98,6356.2,7.22,123.0,0,0.098,1.0,2026-08-24T09:47:07.545834+00:00
PicoRV32,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,35,8,Linux 6.6.14-generic,0.65,0.0145,0.0,1194.66,6446.8,4.39,130.9,0,1.524,1.0113,2026-08-24T09:47:07.545834+00:00
PicoRV32,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,36,16,Darwin 26.4.0 (macOS),0.65,0.0083,0.0,1175.18,6345.1,2.8,139.7,0,-0.078,0.9984,2026-08-24T09:47:07.545834+00:00
PicoRV32,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,37,1,Linux 5.15.0-generic,0.65,0.0127,0.0,1178.0,6289.0,19.03,106.7,0,-0.961,0.9947,2026-08-24T09:47:07.545834+00:00
PicoRV32,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,38,4,Linux 6.6.14-generic,0.65,0.0143,0.0,1187.84,6490.0,6.65,124.5,0,2.205,1.013,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,1,1,Linux 5.15.0-generic,1.8,-0.0122,-0.077,88106.53,523408.2,74.17,340.6,0,-0.303,1.0016,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,2,4,Linux 6.6.14-generic,1.8,-0.0525,-0.52,88831.67,534281.1,34.78,401.3,0,1.768,1.0278,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,3,8,Darwin 26.4.0 (macOS),1.8,-0.0326,-0.352,89094.74,495583.4,20.81,427.0,0,-5.603,0.9852,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,4,16,Linux 5.15.0-generic,1.8,-0.043,-0.522,89117.72,514401.4,12.06,453.9,0,-2.019,1.0067,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,5,1,Linux 6.6.14-generic,1.8,-0.0719,-0.938,88066.44,516675.7,75.2,344.2,0,-1.586,1.0149,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,6,4,Darwin 26.4.0 (macOS),1.8,-0.027,-0.279,88475.47,522395.7,32.83,398.0,0,-0.496,1.0068,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,7,8,Linux 5.15.0-generic,1.8,-0.0105,-0.104,87818.46,515768.1,19.42,433.9,0,-1.758,0.9927,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,8,16,Linux 6.6.14-generic,1.8,-0.031,-0.391,89362.95,528415.8,12.11,459.1,0,0.651,1.0169,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,9,1,Darwin 26.4.0 (macOS),1.8,-0.0187,-0.135,89524.33,495164.6,87.7,342.1,0,-5.683,0.9816,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,10,4,Linux 5.15.0-generic,1.8,-0.0101,-0.086,88256.73,524557.5,28.09,397.4,0,-0.084,1.0025,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,11,8,Linux 6.6.14-generic,1.8,-0.0216,-0.185,88927.61,537495.1,16.52,425.4,0,2.38,1.0209,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,12,16,Darwin 26.4.0 (macOS),1.8,-0.0682,-0.675,87628.5,528871.6,13.42,460.3,0,0.737,1.0238,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,13,1,Linux 5.15.0-generic,1.8,-0.0185,-0.175,88496.69,504245.8,71.16,348.9,0,-3.953,0.9867,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,14,4,Linux 6.6.14-generic,1.8,-0.0333,-0.36,89097.68,540894.8,31.18,395.3,1,3.028,1.0286,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,15,8,Darwin 26.4.0 (macOS),1.8,-0.0354,-0.335,89565.15,538572.2,22.34,424.5,0,2.585,1.0287,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,16,16,Linux 5.15.0-generic,1.8,-0.0724,-0.782,88377.96,526764.6,11.83,453.0,0,0.336,1.0257,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,17,1,Linux 6.6.14-generic,1.8,-0.0519,-0.374,88254.57,519940.5,69.19,347.1,0,-0.964,1.012,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,18,4,Darwin 26.4.0 (macOS),1.8,-0.0328,-0.31,88574.2,525600.6,29.33,398.5,0,0.114,1.0121,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,19,8,Linux 5.15.0-generic,1.8,-0.0509,-0.504,88993.32,523645.2,19.71,425.2,0,-0.258,1.0177,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,20,16,Linux 6.6.14-generic,1.8,-0.0049,-0.037,88736.53,504624.8,11.88,458.5,0,-3.881,0.9834,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,21,1,Darwin 26.4.0 (macOS),1.8,-0.048,-0.626,88695.46,518551.0,88.91,348.1,0,-1.228,1.0109,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,22,4,Linux 5.15.0-generic,1.8,-0.1047,-1.413,88568.41,521975.7,29.97,404.0,0,-0.576,1.0326,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,23,8,Linux 6.6.14-generic,1.8,-0.0237,-0.224,88790.32,519594.2,17.51,426.8,0,-1.03,1.0041,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,24,16,Darwin 26.4.0 (macOS),1.8,0.0354,0.0,88071.67,525759.1,14.13,460.6,0,0.145,0.9996,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,25,1,Linux 5.15.0-generic,1.8,-0.0191,-0.189,87334.27,516300.3,76.32,348.2,0,-1.657,0.9945,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,26,4,Linux 6.6.14-generic,1.8,-0.0661,-0.863,87994.62,541145.5,30.72,404.6,1,3.075,1.036,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,27,8,Darwin 26.4.0 (macOS),1.8,-0.0222,-0.22,88217.71,508698.6,20.58,425.2,0,-3.105,0.9913,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,28,16,Linux 5.15.0-generic,1.8,-0.0112,-0.066,89367.98,535757.1,11.07,449.6,0,2.049,1.0173,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,29,1,Linux 6.6.14-generic,1.8,-0.0834,-0.788,88943.9,519940.0,81.6,344.0,0,-0.964,1.0248,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,30,4,Darwin 26.4.0 (macOS),1.8,-0.0188,-0.212,90418.12,535747.4,33.61,400.4,0,2.047,1.0234,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,31,8,Linux 5.15.0-generic,1.8,0.0077,0.0,87372.71,515893.0,18.96,422.8,0,-1.735,0.9878,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,32,16,Linux 6.6.14-generic,1.8,0.0162,0.0,88189.45,511635.0,12.1,458.7,0,-2.546,0.9866,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,33,1,Darwin 26.4.0 (macOS),1.8,-0.0282,-0.178,88377.87,525651.5,90.1,349.1,0,0.124,1.0099,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,34,4,Linux 5.15.0-generic,1.8,-0.0157,-0.162,88391.38,526228.4,31.4,395.5,0,0.234,1.0064,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,35,8,Linux 6.6.14-generic,1.8,-0.0352,-0.333,89243.04,509391.4,18.58,426.6,0,-2.973,0.9997,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,36,16,Darwin 26.4.0 (macOS),1.8,-0.032,-0.331,87676.89,524856.5,13.35,457.0,0,-0.027,1.0081,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,37,1,Linux 5.15.0-generic,1.8,-0.0664,-0.777,89182.24,517004.2,75.44,346.0,0,-1.523,1.0172,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,Nangate45,38,4,Linux 6.6.14-generic,1.8,-0.0312,-0.309,87879.54,506856.7,28.84,404.0,0,-3.456,0.9914,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,1,1,Linux 5.15.0-generic,8.0,-0.0706,-0.477,185835.53,1125634.5,107.65,411.5,0,-1.26,0.9979,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,2,4,Linux 6.6.14-generic,8.0,0.0205,0.0,186408.14,1138567.5,43.37,478.6,0,-0.126,0.9992,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,3,8,Darwin 26.4.0 (macOS),8.0,-0.1296,-1.516,185430.3,1088602.8,29.07,516.6,0,-4.509,0.9855,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,4,16,Linux 5.15.0-generic,8.0,0.0056,0.0,187958.21,1146314.0,18.79,544.9,0,0.554,1.0051,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,5,1,Linux 6.6.14-generic,8.0,-0.0839,-0.944,187189.33,1139736.8,109.43,413.4,0,-0.023,1.0073,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,6,4,Darwin 26.4.0 (macOS),8.0,-0.263,-2.722,184501.76,1126088.3,45.26,488.9,0,-1.22,1.0104,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,7,8,Linux 5.15.0-generic,8.0,-0.2852,-3.337,186471.83,1133288.9,26.72,521.5,0,-0.589,1.0184,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,8,16,Linux 6.6.14-generic,8.0,-0.3079,-2.91,187147.94,1095417.6,17.03,545.1,0,-3.911,1.0046,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,9,1,Darwin 26.4.0 (macOS),8.0,-0.2386,-3.114,188222.46,1178837.2,118.16,411.6,0,3.407,1.0377,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,10,4,Linux 5.15.0-generic,8.0,-0.0289,-0.338,185302.05,1111113.5,39.23,489.4,0,-2.534,0.9876,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,11,8,Linux 6.6.14-generic,8.0,-0.1585,-1.783,184094.43,1095844.9,24.83,518.7,0,-3.873,0.9887,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,12,16,Darwin 26.4.0 (macOS),8.0,-0.0752,-0.541,187645.85,1139303.7,17.37,543.6,0,-0.061,1.0072,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,13,1,Linux 5.15.0-generic,8.0,-0.3732,-3.527,186761.68,1090369.9,118.52,417.0,0,-4.354,1.0066,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,14,4,Linux 6.6.14-generic,8.0,-0.0689,-0.806,186732.56,1132830.3,44.96,479.9,0,-0.629,1.0024,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,15,8,Darwin 26.4.0 (macOS),8.0,-0.359,-4.846,186712.47,1139679.4,26.77,515.9,0,-0.028,1.0271,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,16,16,Linux 5.15.0-generic,8.0,-0.1388,-1.499,187770.16,1143332.9,15.94,549.9,0,0.292,1.0139,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,17,1,Linux 6.6.14-generic,8.0,0.0396,0.0,188728.83,1112302.0,104.28,414.2,0,-2.43,0.9914,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,18,4,Darwin 26.4.0 (macOS),8.0,-0.2205,-2.679,188500.84,1170127.0,44.13,475.8,0,2.643,1.033,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,19,8,Linux 5.15.0-generic,8.0,0.1011,0.0,186496.3,1137914.2,28.04,510.0,0,-0.183,0.9991,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,20,16,Linux 6.6.14-generic,8.0,-0.1815,-1.797,187563.17,1174064.1,16.63,548.3,0,2.988,1.0303,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,21,1,Darwin 26.4.0 (macOS),8.0,-0.1881,-1.947,184932.42,1103532.1,110.18,421.2,0,-3.199,0.9956,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,22,4,Linux 5.15.0-generic,8.0,0.0509,0.0,188343.31,1161528.6,41.93,478.5,0,1.888,1.0124,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,23,8,Linux 6.6.14-generic,8.0,0.1312,0.0,188578.62,1150442.6,24.98,520.1,0,0.916,1.0079,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,24,16,Darwin 26.4.0 (macOS),8.0,-0.1743,-1.569,186566.14,1168549.0,17.05,549.1,0,2.504,1.0257,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,25,1,Linux 5.15.0-generic,8.0,-0.0226,-0.193,186289.02,1157102.0,114.49,413.2,0,1.5,1.0089,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,26,4,Linux 6.6.14-generic,8.0,-0.021,-0.208,186886.15,1138184.1,43.5,483.6,0,-0.159,1.0014,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,27,8,Darwin 26.4.0 (macOS),8.0,0.0733,0.0,185759.0,1145670.4,27.15,523.4,0,0.497,1.0013,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,28,16,Linux 5.15.0-generic,8.0,0.0114,0.0,186375.29,1133107.3,17.53,555.2,0,-0.605,0.9968,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,29,1,Linux 6.6.14-generic,8.0,-0.2897,-3.911,185340.34,1135596.7,102.72,422.1,0,-0.386,1.0179,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,30,4,Darwin 26.4.0 (macOS),8.0,-0.2197,-1.78,187575.25,1131235.5,45.3,488.3,0,-0.769,1.0144,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,31,8,Linux 5.15.0-generic,8.0,0.0204,0.0,187475.97,1113459.2,27.5,517.5,0,-2.328,0.9899,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,32,16,Linux 6.6.14-generic,8.0,-0.3665,-3.134,187614.68,1181414.5,14.99,545.5,0,3.633,1.0474,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,33,1,Darwin 26.4.0 (macOS),8.0,-0.0414,-0.447,187772.22,1123027.0,124.09,410.6,0,-1.489,0.9977,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,34,4,Linux 5.15.0-generic,8.0,-0.0192,-0.13,188293.91,1136314.9,46.1,479.8,0,-0.323,1.0027,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,35,8,Linux 6.6.14-generic,8.0,-0.2776,-3.623,186580.16,1153827.0,24.71,522.2,0,1.213,1.027,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,36,16,Darwin 26.4.0 (macOS),8.0,0.045,0.0,184446.64,1090853.2,18.31,557.4,0,-4.311,0.9751,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,37,1,Linux 5.15.0-generic,8.0,-0.0837,-0.678,186114.61,1125217.8,109.56,418.8,0,-1.297,0.9992,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,SKY130,38,4,Linux 6.6.14-generic,8.0,-0.0107,-0.13,185968.98,1115926.6,39.54,489.5,0,-2.112,0.9894,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,1,1,Linux 5.15.0-generic,0.8,-0.0033,-0.021,6476.13,42773.5,98.8,387.6,0,3.819,1.0228,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,2,4,Linux 6.6.14-generic,0.8,-0.0189,-0.213,6416.28,41361.2,37.36,448.7,0,0.391,1.0146,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,3,8,Darwin 26.4.0 (macOS),0.8,-0.0133,-0.168,6472.82,42047.0,25.03,474.6,0,2.056,1.0213,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,4,16,Linux 5.15.0-generic,0.8,-0.0121,-0.12,6455.16,40921.7,14.59,514.5,0,-0.675,1.0059,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,5,1,Linux 6.6.14-generic,0.8,-0.0332,-0.314,6510.64,38698.2,87.06,387.0,0,-6.072,0.9974,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,6,4,Darwin 26.4.0 (macOS),0.8,-0.0184,-0.215,6529.53,42694.4,42.56,451.2,0,3.627,1.0356,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,7,8,Linux 5.15.0-generic,0.8,-0.018,-0.227,6385.46,40576.5,22.39,474.5,0,-1.513,1.0029,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,8,16,Linux 6.6.14-generic,0.8,-0.0506,-0.638,6461.5,40919.3,15.39,509.8,0,-0.681,1.0351,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,9,1,Darwin 26.4.0 (macOS),0.8,-0.0273,-0.356,6483.79,41735.5,99.47,388.1,0,1.3,1.0285,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,10,4,Linux 5.15.0-generic,0.8,-0.0348,-0.376,6461.34,41713.8,38.1,452.1,0,1.247,1.0329,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,11,8,Linux 6.6.14-generic,0.8,-0.0274,-0.247,6451.94,40185.3,23.04,482.7,0,-2.463,1.0083,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,12,16,Darwin 26.4.0 (macOS),0.8,-0.0178,-0.216,6436.95,41921.5,15.43,514.1,0,1.751,1.0215,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,13,1,Linux 5.15.0-generic,0.8,-0.0322,-0.435,6470.06,41616.8,90.7,382.2,0,1.012,1.0301,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,14,4,Linux 6.6.14-generic,0.8,-0.0155,-0.146,6414.14,40609.1,30.98,450.8,0,-1.434,1.0028,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,15,8,Darwin 26.4.0 (macOS),0.8,-0.0196,-0.247,6437.6,42215.3,23.54,483.5,0,2.464,1.0264,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,16,16,Linux 5.15.0-generic,0.8,-0.0166,-0.172,6540.62,41993.1,14.75,513.0,0,1.925,1.0263,2026-08-24T09:47:07.545834+00:00
Ibex_Core,OpenROAD-v2.0 / Yosys-0.67 / OpenSTA-2.6,ASAP7,17,1,Linux 6.6.14-generic,0.8,-0.0057,-0.059,6426.99,40772.4,82.25,390.2,0,-1.038,0.998,2026-08-24T09:47:07.545834+00:00
