corpus_category,dataset_name,repository_url,repository_commit,source_path,source_sha256,module_name,clean_loc,concrete_syntax_nodes,concrete_syntax_depth,syntax_diagnostic_count,syntax_diagnostic_codes,syntax_tree_valid,event_control_signal_count,clock_like_event_signal_count,clock_like_event_signals,recognized_cdc_primitive_mentions,hierarchy_instantiation_count,resolved_internal_submodule_instantiations,ambiguous_internal_submodule_instantiations,internal_hierarchy_depth,extraction_timestamp
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_common/src/v/bsg_rom_param.sv,96396524402425727eacb121212449576a23c8e43ac38d3ba8dce0fc8e3d208c,bsg_rom_param,12,116,10,12,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(ExpectedIdentifier);DiagCode(UnknownDirective),1,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_common/src/v/bsg_serial_in_parallel_out_passthrough_dynamic.sv,ce2fd0c465fe2a03c1b8810c52ef9209e7ae980165229190b53f600ce6f0f5b6,bsg_serial_in_parallel_out_passthrough_dynamic,67,636,11,10,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(ExpectedIdentifier);DiagCode(UnknownDirective),1,0,0,,0,3,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_fe/src/v/bp_fe_bht.sv,7f72cf93df55c0c0b380d09d2da75f44233bef8750c02cda9dda4ee0ee7ac509,bp_fe_bht,104,1540,14,5,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,3,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_fe/src/v/bp_fe_btb.sv,2700976e84734944d4ae11aae6b0bf0eba471d4e80e66fffb7803e2a42929e80,bp_fe_btb,114,1426,10,6,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,1,1,clk_i,0,4,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_fe/src/v/bp_fe_controller.sv,1de7629121648daefba1b6cc988ba5136b16a5c365e0240bb23cf10d0d6c46d6,bp_fe_controller,231,2776,17,13,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,1,1,clk_i,0,1,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_fe/src/v/bp_fe_icache.sv,4c2cf18728bbaf86be2e4f34de04ff4d0867cb2ff4362c68e1e0c56d2048d6de,bp_fe_icache,535,7156,17,36,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,1,1,clk_i,0,28,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_fe/src/v/bp_fe_pc_gen.sv,0844a26adf1777ac11f2cdcef5d6b7896ba1aec60a04304a61e51ac69974298c,bp_fe_pc_gen,292,3634,15,12,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,0,0,,0,6,3,0,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_fe/src/v/bp_fe_ras.sv,29e9b6796feec80a93654136648dae12732f9d303a2a150b4a417fcd858c2f99,bp_fe_ras,81,1049,10,4,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,1,1,clk_i,0,3,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_fe/src/v/bp_fe_realigner.sv,ec4f023e9f7b09e34fe71d0de91c9528af5cf2fe2c3bddebb0ee9a20b39b7f31,bp_fe_realigner,72,1109,11,6,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,0,0,,0,1,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_fe/src/v/bp_fe_scan.sv,a45285ec37a3706a30533dd7823e0c0af26c4b3fc4bb4d7955f269171ec71065,bp_fe_scan,169,2699,17,17,DiagCode(CouldNotOpenIncludeFile);DiagCode(MisplacedTrailingSeparator);DiagCode(UnknownDirective),1,0,0,,0,5,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_fe/src/v/bp_fe_top.sv,d490a20d6217c1d9a7417b02a23be5f4a85e2621bd3207534d50b199046d2b7f,bp_fe_top,364,3661,10,14,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,0,0,,0,8,6,0,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/cce/bp_bedrock_size_to_len.sv,c8d69b73f3416efb437bea7220474a9d1171b4aa1ed61fc37b7951c96420e711,bp_bedrock_size_to_len,37,429,10,18,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(ExpectedIdentifier);DiagCode(UnknownDirective),1,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/cce/bp_cce.sv,9abffc98246aeb84ff71c8629992e8495a7b4daf4bf9ba9ed032e485bcc38817,bp_cce,654,6416,10,31,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,0,0,,0,19,19,0,4,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/cce/bp_cce_alu.sv,2cb2596b1c48e6219d55b272939d13a83521dd0a4d4c273226f5e48cbe28932e,bp_cce_alu,25,309,10,5,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedIdentifier);DiagCode(UnknownDirective),1,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/cce/bp_cce_arbitrate.sv,6e1b33416488edee71bcc944b4f2ff89b2adff689f4c9b91d5df088f75fb1573,bp_cce_arbitrate,89,886,10,3,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/cce/bp_cce_branch.sv,98db10ff8d33ef8de160b870bd7fc6a069417c81e87d409e66a4be5ce4816396,bp_cce_branch,35,410,11,7,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedIdentifier);DiagCode(UnknownDirective),1,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/cce/bp_cce_dir.sv,108f6156a67ab74ebbe57a1d34ae3d59b164f809b5d5863aaffdd7228fb122e1,bp_cce_dir,287,3396,16,21,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,1,1,clk_i,0,3,3,0,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/cce/bp_cce_dir_lru_extract.sv,22dfe9cc4a31c248289a5b53e9153fead82b5be85d7b3da7a9bf6a2276395ec1,bp_cce_dir_lru_extract,31,391,13,22,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(ExpectedIdentifier);DiagCode(UnknownDirective),1,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/cce/bp_cce_dir_segment.sv,ea1d73e138eed02cffcd240d77b273839901184e0798cf2902630afbdc6319c6,bp_cce_dir_segment,355,4044,25,42,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(ExpectedIdentifier);DiagCode(UnknownDirective),1,1,1,clk_i,0,5,2,0,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/cce/bp_cce_dir_tag_checker.sv,3859eb759e3500b41c08e011cfd76fbff7aacc26ba324c416c4d49b05619b94b,bp_cce_dir_tag_checker,41,589,15,14,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(ExpectedIdentifier);DiagCode(UnknownDirective),1,0,0,,0,1,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/cce/bp_cce_fsm.sv,2eb3d423677e81c38375cd3ffddcf549181cb1d3a7fdbafaf0bdba1ba69c17fd,bp_cce_fsm,1240,13206,23,34,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,1,1,clk_i,0,20,12,0,4,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/cce/bp_cce_gad.sv,494f99c63993c8c99e3a59422d588885005cb0921a07a4b4a2dee14808f2888d,bp_cce_gad,96,1346,12,5,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,0,0,,0,2,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/cce/bp_cce_inst_decode.sv,de70faf6015f9208c21bf4095df01ae4ca886ce20f8ba82abc4674fe11b22d7c,bp_cce_inst_decode,647,8326,24,33,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedIdentifier);DiagCode(UnknownDirective),1,1,1,clk_i,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/cce/bp_cce_inst_predecode.sv,6a0a571a2454fbc214f739fc343525e359e80e30df6792b100b4eeec039ca4bd,bp_cce_inst_predecode,14,226,10,7,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(ExpectedIdentifier);DiagCode(UnknownDirective),1,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/cce/bp_cce_inst_ram.sv,c1965660d808582bb08ddacec63734364ea3d07d9d95bca300883890e1645dba,bp_cce_inst_ram,98,821,14,6,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,1,1,clk_i,0,1,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/cce/bp_cce_inst_stall.sv,bdd595e45e6dcf0aa1cd005b386cba06d8a93c441e36ee32dbc5c884912e20f7,bp_cce_inst_stall,51,844,13,2,DiagCode(CouldNotOpenIncludeFile),1,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/cce/bp_cce_msg.sv,7c7d32eb09a04cbd6280c8e32d2a526630a393609e11d5c66505a8294a70eb79,bp_cce_msg,534,5834,31,27,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,1,1,clk_i,0,8,2,0,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/cce/bp_cce_pending_bits.sv,5d5824a90eb0c86f70b9da121f8a14e7a89aff5597c1b20dc63aee453074cfd6,bp_cce_pending_bits,90,1004,18,19,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(ExpectedIdentifier);DiagCode(UnknownDirective),1,1,1,clk_i,0,2,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/cce/bp_cce_pma.sv,f349df04c2822acadce5a244eb5b54cac24973163fe4ca5b08259f8a2f6e790e,bp_cce_pma,9,95,10,3,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/cce/bp_cce_reg.sv,834e4100af71b1273e7c1d5a2ac27bca9d6b0429edea5e3954218c3d02ef9a13,bp_cce_reg,240,3028,20,21,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,1,1,clk_i,0,1,1,0,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/cce/bp_cce_spec_bits.sv,6c92bec002efa8371a56f3da5d7d9c03d2a005ba4e4a7f0e037b5f7cf404ceab,bp_cce_spec_bits,85,849,16,17,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(ExpectedIdentifier);DiagCode(UnknownDirective),1,1,1,clk_i,0,2,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/cce/bp_cce_src_sel.sv,73babf7c9a0940792e73fd9458e4c2ca762ae8b8d2b7823dffdc2ed9bd14f077,bp_cce_src_sel,329,5835,22,31,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/cce/bp_cce_wrapper.sv,90cba42c2bbe45187fc194eb15bf48520dbafdfaacb0915e77a173e8cb589421,bp_cce_wrapper,68,878,10,18,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,0,0,,0,2,2,0,5,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/cce/bp_io_cce.sv,7964cd0ff3761508cabf510c4e67cd7efa290949737b79930f3ff6c96f006407,bp_io_cce,170,1754,10,9,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,0,0,,0,4,4,0,4,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/cce/bp_uce.sv,83d1188e57131dd5cbb9be4fdcc74ce2ff3f4797a7a25482de8cc9fbd4b935ae,bp_uce,680,7931,17,47,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(ExpectedIdentifier);DiagCode(UnknownDirective),1,1,1,clk_i,0,11,5,0,4,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/dev/bp_me_bedrock_register.sv,32a0235d9ae8a3527363e1dc1735ff087c5d6e2e276ed77b8ee917c93038fa7b,bp_me_bedrock_register,102,1352,13,13,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,1,1,clk_i,0,4,1,0,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/dev/bp_me_cache_controller.sv,c295e7bd94dd6d6b1dbad2d7c4b50cf0070ee952e24d8f42d4fdb98f6d13ed87,bp_me_cache_controller,355,4129,19,31,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,1,1,clk_i,0,9,3,0,5,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/dev/bp_me_cache_slice.sv,ff5e3b00aa32e66f56925a9edfcd5b96d604c8fd5e6ce4e50c55a0befad16e54,bp_me_cache_slice,126,1622,20,13,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,0,0,,0,4,2,0,6,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/dev/bp_me_cfg_slice.sv,6fbb14a03dc5fab465c0e6fffea08e591d93d02294bd6422d1094db493b7eae1,bp_me_cfg_slice,132,1464,13,9,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,1,1,clk_i,0,2,2,0,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/dev/bp_me_clint_slice.sv,d97fad47822b7842681500619cdf52584b0ef26a901092853a3aa561082539fb,bp_me_clint_slice,166,1626,10,12,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,0,0,,0,10,1,0,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/dev/bp_me_dram_hash_decode.sv,edf51ba862104af5538b2f84177143864fd2c60ad3dc514bdae3885e951d78d4,bp_me_dram_hash_decode,37,715,10,12,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/dev/bp_me_dram_hash_encode.sv,8d779b1cc0be78526ac9a637e858022123683384f2e14e5a6507ad1e997063aa,bp_me_dram_hash_encode,58,1205,10,13,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/dev/bp_me_loopback.sv,e5ae78d212e60a001b1a3244a7fb849a2ca15c2ef8e3a9203cb7e400a250bfb1,bp_me_loopback,80,743,10,7,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,0,0,,0,2,2,0,4,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/lce/bp_lce.sv,65717c09ce56aaaa3c4d8d3e539a512fa27dc1227568c69da8c43be4e25fb0c3,bp_lce,221,2246,10,26,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedIdentifier);DiagCode(UnknownDirective),1,0,0,,0,5,3,0,5,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/lce/bp_lce_cmd.sv,fb4e598fae1d2f21e384f8dc217364ef19a4fc533c91aa472fec60ddd2116659,bp_lce_cmd,485,5605,21,46,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(ExpectedIdentifier);DiagCode(UnknownDirective),1,1,1,clk_i,0,10,6,0,4,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/lce/bp_lce_req.sv,9e8b4df29c956d900102dc709151f42bcbd74ba0dc510e23bc08f3bf702d3901,bp_lce_req,235,2667,13,28,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(ExpectedIdentifier);DiagCode(UnknownDirective),1,1,1,clk_i,0,5,2,0,4,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/network/bp_me_addr_to_cce_id.sv,6106aad906ea862592c0a7706daa98c081a80ae9bac55c0a27ffff2ebac40963,bp_me_addr_to_cce_id,53,674,21,12,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(UnknownDirective),1,0,0,,0,1,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/network/bp_me_cce_id_to_cord.sv,c2f0c4c9c478354ef49e471d619b02122f7a7594eb95a39b912680f359555583,bp_me_cce_id_to_cord,45,529,16,3,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/network/bp_me_cord_to_id.sv,dc499a23b56b5f95433b0436719d3cf59612932b89842af60e9eabfe41a06e31,bp_me_cord_to_id,67,885,18,3,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/network/bp_me_lce_id_to_cord.sv,fa9ec362bb997a4a29fc362a4bbfcb3a79e6008d06cdb3b501102b85f39661e1,bp_me_lce_id_to_cord,45,567,17,3,DiagCode(CouldNotOpenIncludeFile);DiagCode(UnknownDirective),1,0,0,,0,0,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/network/bp_me_stream_gearbox.sv,68d79f166538ae33b36c0c4127dba317ab7ce470ab653641664f2ab2bf5af7a6,bp_me_stream_gearbox,100,1031,13,22,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(ExpectedIdentifier);DiagCode(UnknownDirective),1,0,0,,0,5,4,0,2,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/network/bp_me_stream_pump.sv,7b28c242964ebe9399cfdb507aa91be6e236b230f879a3125ae0f277907dcf99,bp_me_stream_pump,120,1157,10,25,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedIdentifier);DiagCode(UnknownDirective),1,0,0,,0,3,2,0,4,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/network/bp_me_stream_pump_control.sv,310c8629fe4624ec421b6daa30cb9dd4944bd5cda2f33887612bd7df86274a5f,bp_me_stream_pump_control,98,1421,15,29,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(ExpectedIdentifier);DiagCode(UnknownDirective),1,1,1,clk_i,0,2,0,0,1,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/network/bp_me_stream_pump_in.sv,6e14a3027a2c02dfdbbc898509d69f51e3133ec42dac105ffdec37834f0a6d90,bp_me_stream_pump_in,98,875,10,22,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(ExpectedIdentifier);DiagCode(UnknownDirective),1,0,0,,0,2,2,0,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/network/bp_me_stream_pump_out.sv,0501da8b8f6ff67c56884cd46425db20fb90486ae10e9245ac40fb89ff7b5354,bp_me_stream_pump_out,98,875,10,22,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(ExpectedIdentifier);DiagCode(UnknownDirective),1,0,0,,0,2,2,0,3,2026-08-25T21:44:32.712049+00:00
Production-oriented open RTL,BlackParrot,https://github.com/black-parrot/black-parrot,f91010f654a5dfd00f83dbe25dbda482218d540b,bp_me/src/v/network/bp_me_stream_to_wormhole.sv,64a35c44cced7e50051d89cd701f08fb42223c1cd2c3b290e37f866cd6fe83ce,bp_me_stream_to_wormhole,106,1105,10,25,DiagCode(CouldNotOpenIncludeFile);DiagCode(ExpectedExpression);DiagCode(ExpectedIdentifier);DiagCode(UnknownDirective),1,0,0,,0,5,2,0,2,2026-08-25T21:44:32.712049+00:00
